id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
4024,187288,40771778,39735696253,33470,9.24,20.42,48863,13.49,196.94,103034,28.44,86.39,0.75,0.74,0.46,0.41,25.31,153.83
4025,206505,47758762,47341893708,34918,9.37,20.66,56390,15.13,197.6,108707,29.17,91.67,0.74,0.74,0.45,0.41,25.94,153.21
4026,244616,56975390,56165018814,40088,10.27,23.95,44743,11.47,78.47,133755,34.28,113.02,0.75,0.74,0.45,0.4,26.57,155.94
4027,261796,68492754,67683313824,42829,10.3,24.15,44219,10.63,51.22,145326,34.94,119.15,0.75,0.75,0.45,0.4,25.14,157.6
4028,256756,67752723,67817789822,39898,10.02,22.14,40869,10.27,46.19,139428,35.03,118.53,0.74,0.74,0.44,0.4,24.49,157.68
4029,229750,56570434,55513738473,35800,9.84,20.41,38797,10.66,48.73,123183,33.84,106.44,0.74,0.74,0.44,0.4,23.81,158.02
4030,173475,43984193,43876782824,30347,9.47,18.44,25837,8.07,19.39,99766,31.15,88.73,0.72,0.72,0.43,0.39,21.04,160.27
4031,129405,29036335,28726775197,25118,8.6,14.56,22484,7.7,14.88,76718,26.26,66.08,0.71,0.71,0.42,0.39,17.62,161.95
4032,103638,17527291,17225339149,21968,7.91,11.99,20287,7.31,14.97,63628,22.91,51.17,0.71,0.71,0.42,0.4,15.84,163.42
4033,92383,13466794,13174792451,20247,7.22,10.3,19462,6.94,13.34,56725,20.22,42.91,0.74,0.74,0.43,0.41,14.64,158.69
4034,86067,8476683,7585082160,19475,6.85,9.58,19746,6.95,14.47,52870,18.6,38.79,0.76,0.76,0.43,0.41,12.66,155.58
4035,92353,7519370,6909392241,19872,6.92,9.64,22028,7.67,20.03,55196,19.21,40.5,0.76,0.76,0.43,0.41,12.55,157.38
4036,96130,10803269,11045007538,20891,7.31,11.41,20173,7.06,17.98,58187,20.36,47.09,0.75,0.74,0.44,0.42,13.57,150.67
4037,117177,13877121,13343238025,22963,7.96,14.13,23837,8.26,34.76,67841,23.51,59.4,0.75,0.75,0.46,0.43,14.49,144.64
4038,131071,18663403,18492144828,24807,8.51,15.69,24044,8.25,29.91,78308,26.85,72.01,0.75,0.75,0.47,0.44,16.31,142.04
4039,169524,21731493,20675790348,27138,8.98,17.16,30922,10.23,55.31,92383,30.56,89.04,0.74,0.75,0.47,0.44,17.74,141.96
4040,172521,26240067,24366202725,28047,9.11,18.02,27042,8.78,36.54,95555,31.02,92.66,0.76,0.76,0.47,0.43,18.77,142.89
4041,182237,32957996,31654628498,27131,9.17,18.2,21868,7.39,26.87,97416,32.91,99.31,0.74,0.73,0.47,0.43,21.57,144.88
4042,187777,32679599,31231849374,28544,9.5,18.44,24232,8.06,28.85,99568,33.13,99.51,0.73,0.73,0.46,0.42,22.62,150.71
4043,196593,44738792,33697317322,30268,9.68,19.12,27794,8.89,38.13,105634,33.77,102.15,0.72,0.72,0.46,0.42,23.59,147.73
4044,215997,37268940,35885715766,31056,9.82,19.82,28122,8.9,34.03,109665,34.69,109.86,0.72,0.72,0.46,0.41,24.02,146.25
4045,225458,46443209,46501810376,32870,9.85,20.61,29788,8.93,37.18,118759,35.59,114.75,0.73,0.73,0.48,0.43,26.74,137.97
4046,257990,57047465,56531459742,35366,9.79,20.99,29472,8.16,40.44,137045,37.94,123.83,0.71,0.71,0.49,0.44,32.12,129.49
4047,256280,62514635,63908525061,36203,9.84,20.91,28410,7.72,29.47,137460,37.35,119.8,0.71,0.71,0.48,0.43,31.22,129.78
4048,338223,82827114,84488070110,44241,10.59,22.52,39512,9.46,42.62,172797,41.37,137.66,0.73,0.73,0.46,0.4,31.24,133.34
4049,381716,97640202,97874717201,47939,10.96,23.34,64386,14.72,149.93,187066,42.78,146.79,0.74,0.74,0.46,0.4,33.23,132.0
4050,386767,102509533,106132463558,48666,10.62,24.01,55574,12.13,84.76,191208,41.72,149.7,0.74,0.74,0.47,0.41,34.2,127.81
4051,374891,99196603,102459629546,48729,10.6,24.41,51617,11.23,73.52,191157,41.59,151.52,0.74,0.74,0.46,0.4,33.68,129.55
4052,372686,97224134,99496828713,47318,10.94,25.27,53447,12.36,102.74,186416,43.1,152.8,0.72,0.72,0.47,0.41,33.37,128.89
4053,314338,94688693,98575416920,42118,10.56,23.83,35708,8.95,32.77,163716,41.04,139.32,0.72,0.72,0.47,0.41,30.78,128.13
4054,233590,61346076,63528487254,34790,10.04,20.56,28847,8.33,23.18,127812,36.89,110.77,0.7,0.7,0.47,0.42,26.66,130.08
4055,166801,35996466,36052802363,27872,8.77,15.65,22820,7.18,17.08,96391,30.32,80.78,0.69,0.69,0.46,0.42,22.63,133.2
4056,119085,17367526,16495988577,22454,8.09,12.9,19005,6.85,14.55,72606,26.17,60.7,0.67,0.67,0.46,0.43,21.03,134.24
4057,114236,14711618,14705809205,21670,7.57,11.84,19605,6.85,18.11,70209,24.54,54.84,0.67,0.67,0.47,0.43,20.94,134.98
4058,99921,10964725,10558434889,20188,7.28,10.93,18172,6.55,15.51,63350,22.85,49.01,0.66,0.66,0.47,0.44,19.7,137.47
4059,101092,9852554,9071418117,20476,7.36,10.86,18418,6.62,16.22,64389,23.14,50.42,0.67,0.67,0.47,0.44,17.25,136.81
4060,133983,17327334,16703676042,22879,8.12,13.51,18470,6.55,16.9,79872,28.33,68.77,0.66,0.66,0.47,0.43,17.92,134.03
4061,158728,23722072,24352113340,24424,8.84,16.33,18439,6.67,22.92,92512,33.47,86.42,0.66,0.66,0.49,0.45,20.09,128.53
4062,197963,31123284,31561806292,27403,9.59,18.6,21853,7.65,31.89,108380,37.95,102.94,0.66,0.66,0.49,0.45,22.1,125.36
4063,247298,38900523,38496792863,30436,10.13,20.94,26246,8.73,39.34,126266,42.0,126.12,0.68,0.68,0.51,0.46,24.94,125.23
4064,271306,46097097,44920980261,31601,10.0,21.23,24832,7.86,36.38,135106,42.76,137.93,0.69,0.69,0.51,0.46,27.66,124.21
4065,303734,56766794,57729193954,33180,10.17,21.9,32863,10.08,64.94,140963,43.23,144.91,0.7,0.7,0.5,0.45,29.38,127.13
4066,289110,49792066,49370558347,34152,10.45,22.38,27144,8.31,34.79,142161,43.51,141.44,0.69,0.7,0.49,0.44,27.12,129.03
4067,305822,54594643,54608825832,35151,10.45,22.51,28775,8.55,38.45,148178,44.05,144.52,0.7,0.7,0.5,0.45,28.4,125.55
4068,345778,66474935,67442909076,37796,11.02,24.42,41894,12.22,189.42,163052,47.55,161.03,0.69,0.7,0.49,0.43,29.93,127.54
4069,372287,78674625,75486378714,41122,11.04,24.17,37079,9.95,52.34,177769,47.71,160.33,0.7,0.7,0.49,0.43,28.32,128.79
4070,339264,70757817,69598303811,40284,10.91,22.63,37125,10.06,49.03,164720,44.63,144.63,0.73,0.73,0.45,0.39,27.57,144.51
4071,315969,67167319,66718330903,41049,10.7,21.37,35458,9.24,32.32,157897,41.14,134.22,0.76,0.75,0.43,0.38,23.59,159.74
4072,345744,73172536,71799570021,45180,10.57,21.77,44510,10.41,66.06,171756,40.18,134.51,0.75,0.75,0.45,0.4,26.77,148.92
4073,407169,104396199,103885109729,48050,10.65,23.79,51149,11.34,60.17,195902,43.44,150.75,0.72,0.73,0.48,0.41,31.88,128.88
4074,424590,109235240,110002444525,49515,10.61,24.7,52927,11.35,67.95,206442,44.25,159.94,0.72,0.72,0.48,0.42,34.27,126.02
4075,438361,122490454,124997967818,50440,10.94,25.85,55206,11.97,81.83,210789,45.7,165.83,0.72,0.73,0.48,0.42,33.15,124.69
4076,424861,128774786,131880285320,49170,10.94,25.37,53664,11.94,97.87,204218,45.42,162.44,0.7,0.71,0.47,0.41,32.84,124.85
4077,391638,118412844,123396912907,44472,10.76,23.72,57469,13.9,146.75,183743,44.44,151.69,0.7,0.71,0.48,0.42,29.62,123.98
4078,281989,85874400,88692773752,36586,10.19,20.77,29591,8.24,23.74,143216,39.88,120.8,0.68,0.68,0.48,0.43,27.56,126.21
4079,204883,58321674,59072304091,29442,9.0,16.73,26286,8.03,36.65,107139,32.74,88.25,0.66,0.67,0.48,0.44,23.32,126.73
4080,172678,38376841,40975418101,25416,8.19,13.62,25928,8.35,54.04,91108,29.34,71.55,0.67,0.67,0.47,0.44,22.61,126.94
4081,148496,20485547,20194230597,24674,8.16,12.55,21874,7.23,17.73,84280,27.86,62.96,0.69,0.69,0.47,0.44,19.35,130.89
4082,137212,17530482,17173213556,23022,7.76,11.84,21326,7.19,18.94,76787,25.87,56.55,0.67,0.67,0.48,0.44,18.52,130.9
4083,141909,17135117,16939991043,23074,7.88,11.83,22218,7.58,21.26,79950,27.29,60.4,0.67,0.67,0.47,0.44,17.21,132.78
4084,171354,26988561,27750271260,25645,8.64,14.72,21541,7.26,22.71,92533,31.18,76.49,0.67,0.67,0.47,0.43,18.1,130.62
4085,195061,34833514,34753685892,26962,9.17,17.1,22471,7.64,28.7,103414,35.16,93.95,0.66,0.67,0.48,0.44,18.91,128.56
4086,214235,39680459,40084706139,28539,9.54,18.31,24720,8.27,33.97,112744,37.71,102.74,0.68,0.69,0.5,0.45,21.98,126.68
4087,291794,48157377,47761846554,32936,10.5,21.95,41361,13.19,135.13,138709,44.23,131.64,0.69,0.69,0.49,0.45,23.08,126.19
4088,313727,71137467,48177874564,35728,11.32,28.14,44521,14.1,96.5,149689,47.41,152.76,0.69,0.7,0.5,0.45,24.41,124.61
4089,309570,59636953,58749797537,37788,11.46,30.77,34654,10.51,60.55,153432,46.55,161.6,0.71,0.71,0.49,0.44,27.51,126.06
4090,328920,64771732,64835173747,36202,10.64,23.74,29806,8.76,40.74,154429,45.38,149.85,0.7,0.69,0.49,0.44,28.29,126.07
4091,342664,70521537,72660037167,37776,11.0,24.65,32241,9.39,44.53,158480,46.14,150.93,0.7,0.7,0.49,0.44,27.54,126.43
4092,346731,62328676,61638345443,38642,10.82,23.26,32779,9.18,41.0,162332,45.47,151.4,0.69,0.7,0.49,0.44,28.72,126.12
4093,337631,60963591,57897346788,39028,10.79,22.95,34061,9.42,40.59,160415,44.36,145.48,0.7,0.7,0.48,0.44,28.4,127.27
4094,343969,74033135,70239396078,40549,10.87,22.84,36481,9.78,38.63,165235,44.29,142.34,0.7,0.7,0.46,0.41,28.48,126.86
4095,348747,81047419,77406828466,40694,10.64,22.48,38051,9.95,41.91,165591,43.28,139.64,0.7,0.7,0.47,0.41,29.51,127.11
4096,309516,80664810,77981229556,40138,10.29,22.1,37301,9.57,38.59,156546,40.15,126.12,0.7,0.69,0.48,0.42,30.41,127.67
4097,299569,79558656,77836875953,40660,10.09,21.82,38807,9.63,44.5,156731,38.88,125.95,0.71,0.71,0.49,0.43,31.6,127.48
4098,319144,85440245,86975945772,42877,10.02,21.85,38080,8.9,35.19,165183,38.61,129.36,0.72,0.72,0.48,0.42,31.9,123.98
4099,323623,84721713,86295426744,42896,10.08,22.91,40910,9.61,47.3,166397,39.09,132.45,0.71,0.71,0.48,0.43,32.49,123.36
4100,335435,94401825,95775760686,42967,10.31,22.44,52369,12.56,104.09,165390,39.67,133.44,0.7,0.7,0.48,0.42,33.31,124.49
4101,290684,81754096,83115750764,39643,10.26,21.8,35857,9.28,43.14,150793,39.02,124.81,0.69,0.7,0.48,0.43,29.81,123.93
4102,226243,58687644,57549555068,34001,9.68,19.21,29445,8.38,24.29,122833,34.96,102.03,0.69,0.7,0.49,0.44,27.57,126.78
4103,169658,38516569,38518111926,28187,8.6,15.15,24691,7.54,18.73,96104,29.34,77.39,0.68,0.68,0.49,0.45,24.07,128.66
4104,133817,27570018,27744815982,24679,8.07,12.97,22504,7.36,18.3,80390,26.3,61.55,0.66,0.66,0.48,0.45,21.87,131.5
4105,122661,23435151,23640361548,22718,7.68,11.79,21676,7.33,19.43,75084,25.39,55.68,0.66,0.66,0.49,0.45,20.99,129.12
4106,111234,18618692,18912545755,21956,7.8,11.63,21407,7.6,20.64,70182,24.93,52.85,0.68,0.68,0.49,0.46,19.16,132.4
4107,110867,15550760,14976874931,21532,7.58,11.09,21288,7.5,21.81,68639,24.18,51.71,0.66,0.66,0.49,0.46,18.26,132.23
4108,133625,23566053,24226275587,23446,8.12,13.25,20501,7.1,20.31,79246,27.45,63.98,0.67,0.67,0.48,0.45,18.18,129.56
4109,157910,25718223,26145022359,25373,8.7,15.64,21260,7.29,23.82,91963,31.55,80.54,0.67,0.67,0.49,0.45,20.01,127.16
4110,177708,35984763,37022659366,27567,9.19,17.13,23319,7.78,29.27,104020,34.68,93.75,0.67,0.68,0.48,0.44,21.88,126.29
4111,197134,37102966,36819538059,29968,9.32,18.01,27701,8.61,38.63,113314,35.23,97.67,0.68,0.68,0.49,0.44,23.79,125.04
4112,227699,45811992,44422369730,33049,9.73,19.14,38072,11.21,67.75,126330,37.21,107.45,0.69,0.69,0.5,0.44,26.33,126.67
4113,219278,46183325,44770889006,33529,9.84,19.97,36378,10.68,65.78,124526,36.56,104.95,0.69,0.69,0.49,0.44,28.5,128.12
4114,215158,46048556,46355202340,33552,9.84,19.77,31051,9.1,40.81,122863,36.02,104.04,0.69,0.69,0.49,0.44,28.76,129.14
4115,208049,45331714,44093996643,33556,9.86,19.42,32849,9.66,42.08,121808,35.8,103.0,0.69,0.69,0.49,0.44,28.26,126.2
4116,212621,53714675,52838850195,33302,9.79,19.23,34105,10.02,44.29,121430,35.69,103.33,0.69,0.69,0.49,0.44,28.58,126.65
4117,227670,54046415,53922695496,35696,10.16,20.86,36268,10.32,45.08,129601,36.87,107.94,0.69,0.69,0.48,0.43,28.44,127.31
4118,225196,55060213,56409968679,35068,9.99,19.81,36733,10.46,45.51,126652,36.06,103.64,0.68,0.68,0.48,0.43,27.14,127.35
4119,214700,56826534,58042884202,33954,9.75,19.48,47501,13.65,150.92,118083,33.92,96.6,0.69,0.69,0.49,0.44,27.86,128.5
4120,216397,59449020,58647666593,35347,9.92,19.34,35454,9.95,40.92,126180,35.39,101.5,0.69,0.69,0.48,0.43,26.66,130.43
4121,221810,57343028,58038894652,35308,9.96,19.82,35357,9.98,43.38,127472,35.97,104.92,0.68,0.69,0.48,0.43,27.94,129.91
4122,232067,59370774,60676600327,35239,9.92,20.53,42572,11.98,76.96,127459,35.86,105.52,0.68,0.68,0.48,0.43,29.04,128.04
4123,244086,70729864,72290684626,37069,10.25,21.14,43223,11.95,104.62,133676,36.96,110.26,0.68,0.69,0.48,0.43,29.35,129.02
4124,244242,70913384,61780831489,36396,10.28,20.93,49504,13.98,132.51,130561,36.88,108.75,0.68,0.68,0.49,0.44,29.92,127.19
4125,228641,62622449,62218795365,34664,10.11,20.24,40692,11.86,71.63,126515,36.88,105.52,0.67,0.67,0.48,0.43,27.74,127.61
4126,184890,47618035,47732113906,30866,9.28,17.86,30646,9.21,30.19,109523,32.92,89.38,0.66,0.67,0.49,0.45,25.96,128.54
4127,141072,35669736,37461868712,26655,8.75,15.18,26471,8.68,26.92,88022,28.88,70.66,0.65,0.66,0.48,0.45,23.86,131.66
4128,117076,20308262,20007725320,23411,8.08,12.91,24219,8.36,25.18,76264,26.33,59.23,0.66,0.66,0.47,0.44,21.15,134.0
4129,97334,15032849,15585559171,20799,7.49,10.75,21350,7.69,21.21,64243,23.14,49.08,0.65,0.66,0.46,0.44,18.79,141.19
4130,89380,16894417,15980431415,19406,7.13,10.52,19168,7.04,18.72,59903,22.02,46.45,0.65,0.65,0.48,0.45,19.91,133.54
4131,90539,12780046,12204098273,19376,7.15,10.49,19927,7.35,21.64,59977,22.12,45.05,0.64,0.65,0.48,0.46,17.97,133.79
4132,100454,11281347,11784261079,20010,7.43,10.89,23335,8.67,30.15,66304,24.63,50.89,0.66,0.66,0.48,0.45,18.41,129.43
4133,124426,18460213,18877237597,22353,8.12,12.97,28043,10.18,44.87,78686,28.57,63.32,0.66,0.66,0.48,0.44,18.74,130.07
4134,142657,20749459,20829379459,24346,8.65,14.65,32967,11.71,66.97,85741,30.46,72.79,0.64,0.64,0.47,0.44,19.68,129.02
4135,164641,29932411,30612022510,27438,9.25,16.56,32958,11.11,53.83,98398,33.18,84.44,0.67,0.67,0.48,0.44,22.17,128.85
4136,187709,33745282,33837791372,29400,9.58,17.88,38439,12.52,71.38,110039,35.84,93.97,0.67,0.68,0.48,0.44,22.76,129.53
4137,188999,45279769,47269722545,30557,9.51,18.38,32834,10.22,52.54,114307,35.57,95.81,0.68,0.68,0.48,0.43,25.89,127.11
4138,173437,34289590,34500584576,29499,9.17,17.95,32235,10.02,47.32,107271,33.35,89.16,0.67,0.67,0.48,0.43,27.28,127.24
4139,177755,42555739,41580067836,30249,9.31,17.37,32368,9.96,42.46,109114,33.57,89.71,0.68,0.68,0.48,0.44,27.54,126.86
4140,190171,40687240,40519767145,31022,9.3,17.95,33164,9.94,43.8,114506,34.31,92.32,0.69,0.69,0.47,0.42,28.07,127.19
4141,189526,43335910,41416286495,31337,9.44,19.65,35619,10.73,48.08,114607,34.53,98.77,0.68,0.68,0.48,0.44,28.79,125.78
4142,179933,38124627,37430061809,30455,9.28,18.16,35595,10.85,47.81,110609,33.71,91.99,0.67,0.67,0.49,0.44,28.38,128.89
4143,166919,38516659,39077556727,29693,9.01,16.58,28513,8.65,33.22,102354,31.06,83.63,0.66,0.67,0.49,0.44,26.4,128.32
4144,164913,41485476,40960482284,29528,8.96,17.0,27952,8.49,32.25,101506,30.82,83.95,0.66,0.66,0.48,0.43,28.39,127.83
4145,172714,46227880,46510236739,30197,9.0,17.45,30078,8.96,43.2,104084,31.01,86.44,0.67,0.67,0.49,0.45,28.06,126.77
4146,174806,47348104,47324452396,30175,9.25,17.55,32454,9.95,47.53,103783,31.81,87.92,0.67,0.67,0.49,0.44,27.53,127.67
4147,182854,57120001,58531418451,30633,9.31,18.17,37163,11.29,88.88,104902,31.87,91.64,0.67,0.67,0.47,0.43,28.16,131.82
4148,157874,43432382,42259717623,30203,9.26,17.06,36826,11.29,65.39,92351,28.3,78.76,0.73,0.74,0.42,0.39,21.09,162.28
4149,131092,35887533,37903727353,27624,8.42,16.17,28645,8.73,20.22,80654,24.59,66.24,0.76,0.76,0.43,0.4,17.03,162.3
4150,107858,24934516,25352494433,24384,7.88,14.35,24057,7.78,12.95,68074,22.0,56.53,0.76,0.76,0.43,0.4,15.82,161.09
4151,95499,20611451,19890181858,22761,7.74,13.21,23216,7.89,13.34,61022,20.75,47.5,0.75,0.75,0.42,0.39,13.85,162.45
4152,83189,15284432,14971879208,19813,7.32,11.8,21153,7.81,12.51,53173,19.64,42.4,0.74,0.75,0.41,0.39,14.1,168.91
4153,73015,12079116,11702953038,18309,7.37,10.87,19009,7.65,11.33,47320,19.05,36.89,0.73,0.73,0.4,0.38,13.94,172.3
4154,65218,9768306,9747180389,17383,7.12,10.13,18462,7.57,11.84,43620,17.88,33.2,0.73,0.73,0.39,0.38,13.52,173.19
4155,66867,6625717,6473474142,17426,7.1,10.01,19395,7.9,12.42,44245,18.03,33.1,0.72,0.73,0.39,0.37,12.69,175.15
4156,66313,5778619,5659789233,17625,7.15,10.28,19183,7.79,12.26,44223,17.95,33.6,0.73,0.73,0.39,0.38,12.88,174.27
4157,75817,9669178,9478053739,19121,7.35,11.16,20883,8.02,13.2,49629,19.07,39.12,0.74,0.73,0.41,0.39,13.05,168.64
4158,90683,9695267,9411022263,20540,7.14,11.09,23420,8.14,16.57,55521,19.3,42.07,0.77,0.77,0.44,0.42,11.91,156.04
4159,102050,13303398,12537144231,22171,7.5,11.97,24157,8.17,15.28,62049,21.0,49.62,0.77,0.77,0.44,0.41,12.9,156.79
4160,109279,17079438,16158868251,23592,7.77,12.8,25079,8.26,16.5,67348,22.17,54.99,0.77,0.77,0.44,0.41,13.37,157.05
4161,120287,20734360,20095238816,25558,8.37,14.1,29236,9.57,28.44,74339,24.33,61.7,0.76,0.76,0.42,0.39,14.48,163.86
4162,208780,22939970,21965897428,24011,8.57,14.36,114158,40.74,741.46,69259,24.72,60.48,0.72,0.72,0.41,0.38,16.86,170.26
4163,181826,22936551,21186186174,24929,8.77,14.81,91324,32.12,541.7,71050,24.99,59.76,0.74,0.74,0.41,0.38,16.59,170.78
4164,108282,23682555,20999009142,25133,8.61,14.06,27665,9.47,40.38,69870,23.93,57.46,0.74,0.74,0.41,0.38,16.55,171.37
4165,198345,21506762,20987025555,24645,8.56,14.79,110014,38.23,655.88,68554,23.82,61.11,0.73,0.73,0.41,0.38,16.14,172.24
4166,166404,19190838,17575806116,24309,8.55,14.09,84790,29.81,520.96,65718,23.11,55.77,0.73,0.73,0.41,0.38,16.35,170.36
4167,165684,22906968,21568340881,25544,8.81,14.76,84394,29.1,454.92,69184,23.86,57.92,0.74,0.73,0.41,0.39,17.07,169.82
4168,172958,25135231,25065511699,25838,8.85,15.18,84237,28.87,471.82,71602,24.54,59.62,0.73,0.73,0.42,0.39,18.52,169.54
4169,175238,26950673,24789198507,26071,8.66,14.79,83153,27.61,479.46,72020,23.91,58.42,0.73,0.73,0.42,0.39,19.34,170.06
4170,187004,27686981,26518153425,26833,8.75,14.99,90573,29.55,448.34,75402,24.6,61.72,0.75,0.75,0.42,0.39,18.38,168.37
4171,239958,31066452,29402736064,27536,8.92,15.51,126620,41.02,723.96,78591,25.46,65.69,0.74,0.74,0.42,0.38,19.88,166.85
4172,202133,34429836,32287952511,27965,8.94,16.37,92640,29.62,458.14,81728,26.13,70.29,0.74,0.74,0.41,0.38,18.65,170.08
4173,221099,29833949,27240142192,27212,9.06,16.04,113757,37.87,631.57,79243,26.38,69.21,0.74,0.74,0.41,0.38,17.82,170.45
4174,224929,27833615,26154197995,24195,8.71,16.0,124858,44.95,821.95,69358,24.97,62.56,0.74,0.74,0.41,0.38,17.96,171.12
4175,179108,15578374,15441086281,20934,8.05,13.57,104475,40.17,682.11,56315,21.65,48.46,0.73,0.74,0.41,0.38,15.98,170.41
4176,134226,11981738,11570994197,18410,7.31,11.63,77219,30.64,504.85,47854,18.99,40.2,0.73,0.73,0.41,0.39,14.87,169.79
4177,186839,12807694,11410575272,17023,5.78,8.36,56732,19.26,305.02,40388,13.71,27.43,0.74,0.74,0.4,0.39,13.27,174.06
4178,61501,5413552,4759138849,15109,6.52,9.45,25172,10.86,124.33,37219,16.06,33.3,0.72,0.73,0.41,0.4,14.05,169.42
4179,50785,4672522,4096351514,14954,6.55,9.17,15765,6.91,10.36,36524,16.01,29.64,0.72,0.72,0.41,0.39,13.91,169.62
4180,58413,6114105,5660834430,16411,6.82,9.77,16839,6.99,11.58,41151,17.09,33.0,0.72,0.72,0.4,0.39,13.59,169.16
4181,72669,9683699,9127185126,18920,7.39,10.97,20265,7.92,20.56,49724,19.42,40.87,0.73,0.72,0.41,0.38,14.55,167.99
4182,91169,12299792,11146098545,21333,7.95,12.95,26098,9.72,44.93,58820,21.92,48.66,0.73,0.72,0.41,0.38,15.65,168.48
4183,109722,17493640,16573710088,23120,8.4,13.95,31686,11.51,70.69,66444,24.13,56.27,0.74,0.74,0.41,0.38,16.84,169.65
4184,119641,24190738,23163444646,25189,8.49,14.68,34034,11.47,96.48,72883,24.57,59.84,0.75,0.75,0.41,0.38,16.9,171.16
4185,120730,20137141,19023121602,26038,8.89,15.55,27758,9.48,36.07,76796,26.22,65.35,0.73,0.73,0.42,0.39,18.78,165.9
4186,121110,23025785,23286888406,26390,8.87,15.46,25487,8.57,24.41,78333,26.34,67.92,0.72,0.72,0.43,0.4,20.62,155.34
4187,149324,33597110,33741931314,28267,8.99,17.08,32882,10.46,56.76,90593,28.82,78.0,0.67,0.67,0.49,0.45,26.61,130.26
4188,140990,34607550,35272956912,27341,8.64,16.75,36313,11.47,90.09,84857,26.8,71.61,0.67,0.68,0.49,0.45,29.06,128.78
4189,156395,33782178,34276689078,28738,9.07,17.75,39903,12.59,96.98,91310,28.81,77.58,0.67,0.67,0.49,0.45,27.09,130.05
4190,157704,31952629,29854886998,28400,9.13,17.83,43476,13.97,95.24,89837,28.87,76.74,0.66,0.67,0.49,0.45,27.01,128.33
4191,158291,33567121,32277478656,29039,9.05,17.42,37701,11.74,84.94,93341,29.08,78.63,0.68,0.68,0.48,0.44,27.57,130.18
4192,157295,40288854,40579688868,29651,9.08,16.83,32324,9.89,47.82,95359,29.19,77.92,0.67,0.68,0.48,0.44,27.34,129.62
4193,185679,55996416,56345567457,32365,9.47,18.86,42433,12.41,75.91,107135,31.34,89.07,0.67,0.68,0.48,0.43,29.03,128.41
4194,213901,67057315,68504688415,33936,9.75,19.53,52064,14.96,90.08,115370,33.15,96.04,0.68,0.68,0.47,0.43,29.09,126.49
4195,227619,56610657,57948271368,32100,9.74,18.6,73369,22.27,198.22,107891,32.75,92.58,0.68,0.69,0.46,0.42,28.16,124.34
4196,164633,44016357,44991980030,28804,9.11,17.42,33141,10.48,43.51,92584,29.28,82.87,0.68,0.69,0.47,0.43,26.61,123.35
4197,147606,41747010,44198490953,25468,8.59,15.24,31764,10.71,49.02,79800,26.9,70.02,0.67,0.68,0.47,0.43,24.99,123.58
4198,111888,18583554,17866485210,21183,7.63,12.21,24508,8.83,32.6,63712,22.94,52.7,0.66,0.67,0.46,0.43,21.01,128.06
4199,203597,21312924,20279420550,19537,7.42,11.3,107835,40.94,872.65,56216,21.34,44.84,0.65,0.65,0.47,0.44,21.44,127.04
4200,212119,10754331,10079443290,18152,7.05,10.25,130622,50.71,923.32,49826,19.34,37.58,0.66,0.66,0.46,0.43,19.03,131.07
4201,181232,9037774,9064053641,17704,6.89,9.53,113149,44.01,786.25,48989,19.05,36.8,0.66,0.67,0.45,0.43,18.76,129.04
4202,174099,10033076,8797280642,18662,7.13,9.72,106641,40.72,679.58,52165,19.92,38.3,0.66,0.66,0.45,0.42,19.46,131.58
4203,148867,12898274,13007755834,18413,7.11,10.46,85836,33.17,541.45,51614,19.94,39.2,0.67,0.67,0.46,0.43,18.54,128.6
4204,133354,11490737,11216907790,19210,7.4,11.59,64402,24.82,478.03,55938,21.56,45.96,0.66,0.66,0.46,0.43,20.1,129.55
4205,116865,14070604,13937539669,21507,8.28,13.35,36856,14.18,163.65,65449,25.18,57.18,0.66,0.66,0.46,0.43,20.72,130.33
4206,218943,22843037,22049719367,23580,8.5,14.67,113798,41.04,727.18,72641,26.2,65.95,0.66,0.67,0.46,0.42,22.88,128.32
4207,224762,28563564,27702227944,26696,9.18,16.95,91502,31.47,471.97,85740,29.48,77.53,0.68,0.69,0.46,0.42,24.57,127.78
4208,174067,31691575,32235281619,27892,9.21,17.29,41263,13.62,210.51,90149,29.76,80.73,0.69,0.69,0.45,0.42,25.78,128.27
4209,167256,33831666,32982841268,29104,9.36,17.85,33075,10.64,51.17,95546,30.73,84.04,0.69,0.69,0.47,0.43,26.81,127.87
4210,160597,37633644,38115320831,29026,8.94,17.18,27328,8.42,33.41,95227,29.33,82.81,0.69,0.69,0.47,0.43,27.12,134.26
4211,176721,38393515,38538382768,30216,9.34,18.3,27492,8.5,31.84,102421,31.67,89.41,0.68,0.68,0.47,0.43,27.34,134.24
4212,175964,38280010,38842570697,30704,9.3,18.75,28162,8.53,31.88,104031,31.51,90.87,0.69,0.69,0.47,0.42,29.02,134.53
4213,178583,49659649,52356992470,31643,9.28,18.48,28280,8.3,29.29,108341,31.79,92.86,0.7,0.7,0.47,0.42,29.36,134.05
4214,188298,48534450,49358463060,32801,9.32,18.45,32964,9.37,44.4,112966,32.11,95.12,0.7,0.7,0.47,0.43,29.33,133.36
4215,213379,53500438,52180823092,35350,9.67,19.67,39651,10.85,66.36,123363,33.74,103.5,0.7,0.7,0.47,0.43,29.54,132.83
